Лог очищен: 2026-05-21 17:55:22
2026-05-21 17:55:22.597 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Weapon+grip+type HTTP/2.0" 200 None
2026-05-21 17:55:26.620 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Dismiss+caravan HTTP/2.0" 200 None

2026-05-21 17:55:27.483 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:27.685 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Trade+goods HTTP/2.0" 200 None

2026-05-21 17:55:27.983 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:28.183 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Commission+item HTTP/2.0" 200 None

2026-05-21 17:55:28.483 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:28.694 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Recruit+settlers HTTP/2.0" 200 None

2026-05-21 17:55:28.983 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:29.195 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=End+conversation HTTP/2.0" 200 None

2026-05-21 17:55:29.484 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:29.687 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=__PLACEHOLDER_0__+greets+you+warmly. HTTP/2.0" 200 None

2026-05-21 17:55:29.985 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:30.190 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Caravan+leader HTTP/2.0" 200 None

2026-05-21 17:55:30.608 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:30.814 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Caravan+arrival HTTP/2.0" 200 None

2026-05-21 17:55:32.150 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:32.356 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=A+wandering+ratkin+caravan+is+approaching.+Talk+to+the+leader+to+initiate+trade+or+recruit+new+settlers. HTTP/2.0" 200 None

2026-05-21 17:55:32.651 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:32.856 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Propose HTTP/2.0" 200 None

2026-05-21 17:55:33.151 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:33.357 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Propose+all HTTP/2.0" 200 None

2026-05-21 17:55:33.651 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:33.874 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=__PLACEHOLDER_0__+has+joined+the+colony. HTTP/2.0" 200 None

2026-05-21 17:55:34.151 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:34.358 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=__PLACEHOLDER_0__+have+joined+the+colony. HTTP/2.0" 200 None

2026-05-21 17:55:34.652 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:34.864 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Commission+feature+is+under+development. HTTP/2.0" 200 None

2026-05-21 17:55:35.152 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:35.355 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=The+caravan+is+already+on+the+map.+Dismiss+the+current+caravan+if+you+want+to+spawn+another+one. HTTP/2.0" 200 None

2026-05-21 17:55:35.652 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:35.854 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=The+caravan+is+trying+to+leave+after+being+attacked. HTTP/2.0" 200 None

2026-05-21 17:55:36.152 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:36.358 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Separation+Mechanics+research+required. HTTP/2.0" 200 None

2026-05-21 17:55:36.652 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:36.855 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=AP HTTP/2.0" 200 None

2026-05-21 17:55:37.153 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:37.354 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Airburst HTTP/2.0" 200 None

2026-05-21 17:55:37.653 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:37.859 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Switch+to+airburst+rounds.+The+rounds+currently+loaded+can+punch+through+several+targets+in+a+line+with+strong+piercing+damage+and+defeat+armor. HTTP/2.0" 200 None

2026-05-21 17:55:38.154 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:38.357 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Switch+to+armor-piercing+rounds.+The+rounds+currently+used+can+detonate+mid-air+when+it+gets+close+to+its+target%2C+dispersing+shrapnel+in+front+and+shredding+tight+groups+of+enemies. HTTP/2.0" 200 None

2026-05-21 17:55:38.692 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:38.897 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Burst HTTP/2.0" 200 None

2026-05-21 17:55:39.193 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:39.397 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Single HTTP/2.0" 200 None

2026-05-21 17:55:39.693 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:39.903 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Switch+to+sniper+mode.+Currently+fires+four+lighter+bolts+in+quick+succession+at+shorter+effective+range%2C+suited+to+close+and+mid-range+fights. HTTP/2.0" 200 None

2026-05-21 17:55:40.193 | DEBUG    | urllib3.connectionpool:_new_conn:2163 | Starting new HTTPS connection (1): translate.google.com:443

2026-05-21 17:55:40.404 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Switch+to+rapid+fire+mode.+Currently+fires+two+heavy+energy+bolts+while+offering+longer+range+and+better+accuracy+for+medium+and+long+range+combat. HTTP/2.0" 200 None

2026-05-21 17:55:40.506 | DEBUG    | workers.translation_worker:_copy_strings_folder:1186 | [Strings] Нет папки в F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\1.5\Languages\English

2026-05-21 17:55:40.562 | INFO     | utils.backup_manager:create_backup:73 | ✅ Создан бекап: F:\Games\RimWorld v1.6.4633 rev1245\RimWorld\Mods\1578693166\Contents\Languages\Russian_backup_20260521_175540

2026-05-21 17:55:48.655 | INFO     | workers.translation_worker:_process_defs:698 |   Сбор Defs из: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\1.6\Defs

2026-05-21 17:55:48.655 | DEBUG    | utils.debug_logger:debug:71 | [GUI] status_change | StatusBar | Перевод: 60/100 - Обработка DefInjected файлов: NewRatkinPlus

2026-05-21 17:55:48.657 | DEBUG    | utils.debug_logger:debug:71 | Прогресс: update - 60%

2026-05-21 17:55:48.662 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:435 |   Сбор именованных элементов для разрешения наследования...

2026-05-21 17:55:48.688 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:444 |   Начало обработки папки Defs: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\1.6\Defs

2026-05-21 17:55:48.769 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:535 |   Собрано 397 Defs (с разрешением наследования)

2026-05-21 17:55:48.770 | INFO     | collectors.collectors:collect_defs_full:679 |   Обработка патчей: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\1.6\Patches

2026-05-21 17:55:48.773 | INFO     | utils.patch_processor:process_patches:57 |   Найдено 17 патч-файлов

2026-05-21 17:55:48.897 | INFO     | workers.translation_worker:_process_defs:698 |   Сбор Defs из: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Royalty\Defs

2026-05-21 17:55:48.898 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:435 |   Сбор именованных элементов для разрешения наследования...

2026-05-21 17:55:48.904 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:444 |   Начало обработки папки Defs: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Royalty\Defs

2026-05-21 17:55:48.910 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:535 |   Собрано 0 Defs (с разрешением наследования)

2026-05-21 17:55:48.916 | INFO     | collectors.collectors:collect_defs_full:679 |   Обработка патчей: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Royalty\Patches

2026-05-21 17:55:48.920 | DEBUG    | utils.patch_processor:process_patches:53 | Патч-файлы не найдены

2026-05-21 17:55:48.920 | INFO     | workers.translation_worker:_process_defs:698 |   Сбор Defs из: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Ideology\Defs

2026-05-21 17:55:48.926 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:435 |   Сбор именованных элементов для разрешения наследования...

2026-05-21 17:55:48.933 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:444 |   Начало обработки папки Defs: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Ideology\Defs

2026-05-21 17:55:48.939 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:535 |   Собрано 8 Defs (с разрешением наследования)

2026-05-21 17:55:48.942 | INFO     | workers.translation_worker:_process_defs:698 |   Сбор Defs из: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Anomaly\Defs

2026-05-21 17:55:48.946 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:435 |   Сбор именованных элементов для разрешения наследования...

2026-05-21 17:55:48.951 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:444 |   Начало обработки папки Defs: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Anomaly\Defs

2026-05-21 17:55:48.956 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:535 |   Собрано 0 Defs (с разрешением наследования)

2026-05-21 17:55:48.962 | INFO     | collectors.collectors:collect_defs_full:679 |   Обработка патчей: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Anomaly\Patches

2026-05-21 17:55:48.965 | DEBUG    | utils.patch_processor:process_patches:53 | Патч-файлы не найдены

2026-05-21 17:55:48.966 | INFO     | workers.translation_worker:_process_defs:698 |   Сбор Defs из: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Biotech\Defs

2026-05-21 17:55:48.971 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:435 |   Сбор именованных элементов для разрешения наследования...

2026-05-21 17:55:48.977 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:444 |   Начало обработки папки Defs: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Biotech\Defs

2026-05-21 17:55:48.983 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:535 |   Собрано 10 Defs (с разрешением наследования)

2026-05-21 17:55:48.987 | INFO     | collectors.collectors:collect_defs_full:679 |   Обработка патчей: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Biotech\Patches

2026-05-21 17:55:48.991 | INFO     | utils.patch_processor:process_patches:57 |   Найдено 3 патч-файлов

2026-05-21 17:55:49.048 | INFO     | workers.translation_worker:_process_defs:698 |   Сбор Defs из: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Odyssey\Defs

2026-05-21 17:55:49.048 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:435 |   Сбор именованных элементов для разрешения наследования...

2026-05-21 17:55:49.054 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:444 |   Начало обработки папки Defs: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Odyssey\Defs

2026-05-21 17:55:49.059 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:535 |   Собрано 0 Defs (с разрешением наследования)

2026-05-21 17:55:49.065 | INFO     | collectors.collectors:collect_defs_full:679 |   Обработка патчей: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Odyssey\Patches

2026-05-21 17:55:49.070 | INFO     | utils.patch_processor:process_patches:57 |   Найдено 1 патч-файлов

2026-05-21 17:55:49.075 | INFO     | workers.translation_worker:_process_defs:698 |   Сбор Defs из: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\1.5\Defs

2026-05-21 17:55:49.078 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:435 |   Сбор именованных элементов для разрешения наследования...

2026-05-21 17:55:49.094 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:444 |   Начало обработки папки Defs: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\1.5\Defs

2026-05-21 17:55:49.156 | INFO     | collectors.collectors:collect_defs_with_parent_resolution:535 |   Собрано 309 Defs (с разрешением наследования)

2026-05-21 17:55:49.157 | INFO     | collectors.collectors:collect_defs_full:679 |   Обработка патчей: F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\1.5\Patches

2026-05-21 17:55:49.160 | INFO     | utils.patch_processor:process_patches:57 |   Найдено 1 патч-файлов

2026-05-21 17:55:49.165 | INFO     | workers.translation_worker:_process_defs:714 |   Всего собрано 491 Defs из 7 папок

2026-05-21 17:55:49.167 | INFO     | workers.translation_worker:_process_defs:737 | [DEBUG] def_injected_path = F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Contents\Languages\Russian\DefInjected

2026-05-21 17:55:49.169 | INFO     | workers.translation_worker:_process_defs:738 | [DEBUG] target_lang_base = F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Contents\Languages\Russian

2026-05-21 17:55:49.169 | INFO     | workers.translation_worker:_process_defs:739 | [DEBUG] mod_output = F:/Games/RimWorld v1.6.4633 rev1245/RimWorld/Mods\1578693166\Contents\Languages\Russian

2026-05-21 17:55:49.181 | INFO     | translation.per_def_generator:generate_or_update_per_def_files_v2:156 | Проверено 40 уникальных содержимого в DefInjected файлах, найдено 0 групп дубликатов

2026-05-21 17:55:49.628 | INFO     | translation.translator:__init__:155 | Глоссарий импортирован: 506 терминов из БД

2026-05-21 17:55:49.629 | INFO     | translation.translator:__init__:161 | База переводов подключена: 0 записей, 506 терминов глоссария

2026-05-21 17:55:49.632 | INFO     | translation.translator:__init__:176 | [AutoTranslator] Получены engine_names: ['google']

2026-05-21 17:55:49.636 | INFO     | translation.engines.fallback_chain:__init__:67 | [FallbackChain] СоздаGаны движки: ['GoogleEngine']

2026-05-21 17:55:49.639 | INFO     | translation.translator:__init__:192 | Переводчик инициализирован: на язык 'ru', движки: ['GoogleEngine']

2026-05-21 17:55:49.646 | INFO     | translation.per_def_generator:generate_or_update_per_def_files_v2:177 | Найдено 76 существующих тегов перевода

2026-05-21 17:55:49.647 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AbilityDef_RK_PrayerService (type: AbilityDef, orig: RK_PrayerService), relpath: AbilityDef\AbilityDefs.xml, fields: ['label', 'description']

2026-05-21 17:55:49.648 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AbilityDef_RK_Ability_MeleeMoraleBooster (type: AbilityDef, orig: RK_Ability_MeleeMoraleBooster), relpath: AbilityDef\AbilityDefs.xml, fields: ['label', 'description', 'sendMessageOnCooldownComplete']

2026-05-21 17:55:49.648 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: SoundDef_RK_Sound_MoraleBoost (type: SoundDef, orig: RK_Sound_MoraleBoost), relpath: SoundDef\AbilityDefs.xml, fields: ['context']

2026-05-21 17:55:49.648 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_MoraleBoosterCaster (type: HediffDef, orig: RK_Hediff_MoraleBoosterCaster), relpath: HediffDef\AbilityDefs.xml, fields: ['label', 'description']

2026-05-21 17:55:49.649 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_MoraleBoosterBuffWeak (type: HediffDef, orig: RK_Hediff_MoraleBoosterBuffWeak), relpath: HediffDef\AbilityDefs.xml, fields: ['label', 'description', 'debugLabelExtra']

2026-05-21 17:55:49.649 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_MoraleBoosterBuffDefault (type: HediffDef, orig: RK_Hediff_MoraleBoosterBuffDefault), relpath: HediffDef\AbilityDefs.xml, fields: ['label', 'description', 'debugLabelExtra']

2026-05-21 17:55:49.649 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_MoraleBoosterBuffStrong (type: HediffDef, orig: RK_Hediff_MoraleBoosterBuffStrong), relpath: HediffDef\AbilityDefs.xml, fields: ['label', 'description', 'debugLabelExtra']

2026-05-21 17:55:49.650 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AbilityDef_RK_Ability_LanceCharge (type: AbilityDef, orig: RK_Ability_LanceCharge), relpath: AbilityDef\AbilityDefs_LanceCharge.xml, fields: ['label', 'description']

2026-05-21 17:55:49.650 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_LanceChargeExhaustion (type: HediffDef, orig: RK_Hediff_LanceChargeExhaustion), relpath: HediffDef\AbilityDefs_LanceCharge.xml, fields: ['label', 'description']

2026-05-21 17:55:49.650 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_LanceChargeFocus (type: HediffDef, orig: RK_Hediff_LanceChargeFocus), relpath: HediffDef\AbilityDefs_LanceCharge.xml, fields: ['label', 'description']

2026-05-21 17:55:49.651 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_LanceChargeMomentum (type: HediffDef, orig: RK_Hediff_LanceChargeMomentum), relpath: HediffDef\AbilityDefs_LanceCharge.xml, fields: ['label', 'description']

2026-05-21 17:55:49.651 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: SoundDef_RK_Sound_LanceCharge (type: SoundDef, orig: RK_Sound_LanceCharge), relpath: SoundDef\AbilityDefs_LanceCharge.xml, fields: ['context']

2026-05-21 17:55:49.652 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AlienRace.RaceSettings_RK_Race_Setting (type: AlienRace.RaceSettings, orig: RK_Race_Setting), relpath: AlienRace.RaceSettings\AlienRaceSettings.xml, fields: ['universalBodyAddons.0.conditions.BodyPart.bodyPartLabel', 'universalBodyAddons.1.conditions.BodyPart.bodyPartLabel', 'universalBodyAddons.2.conditions.BodyPart.bodyPartLabel']

2026-05-21 17:55:49.652 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AlienRace.AlienBackstoryDef_Ratkin_CaravanMerchant (type: AlienRace.AlienBackstoryDef, orig: Ratkin_CaravanMerchant), relpath: AlienRace.AlienBackstoryDef\BackstoryDef.xml, fields: ['description', 'title', 'titleShort']

2026-05-21 17:55:49.653 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AlienRace.AlienBackstoryDef_Ratkin_Wanderer (type: AlienRace.AlienBackstoryDef, orig: Ratkin_Wanderer), relpath: AlienRace.AlienBackstoryDef\BackstoryDef.xml, fields: ['description', 'title', 'titleShort']

2026-05-21 17:55:49.653 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AlienRace.AlienBackstoryDef_Ratkin_Farmer (type: AlienRace.AlienBackstoryDef, orig: Ratkin_Farmer), relpath: AlienRace.AlienBackstoryDef\BackstoryDef.xml, fields: ['description', 'title', 'titleShort']

2026-05-21 17:55:49.653 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AlienRace.AlienBackstoryDef_Ratkin_Miner (type: AlienRace.AlienBackstoryDef, orig: Ratkin_Miner), relpath: AlienRace.AlienBackstoryDef\BackstoryDef.xml, fields: ['description', 'title', 'titleShort']

2026-05-21 17:55:49.654 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AlienRace.AlienBackstoryDef_Ratkin_Hunter (type: AlienRace.AlienBackstoryDef, orig: Ratkin_Hunter), relpath: AlienRace.AlienBackstoryDef\BackstoryDef.xml, fields: ['description', 'title', 'titleShort']

2026-05-21 17:55:49.654 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AlienRace.AlienBackstoryDef_Ratkin_Shepherd (type: AlienRace.AlienBackstoryDef, orig: Ratkin_Shepherd), relpath: AlienRace.AlienBackstoryDef\BackstoryDef.xml, fields: ['description', 'title', 'titleShort']

2026-05-21 17:55:49.654 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AlienRace.AlienBackstoryDef_Ratkin_Civil (type: AlienRace.AlienBackstoryDef, orig: Ratkin_Civil), relpath: AlienRace.AlienBackstoryDef\BackstoryDef.xml, fields: ['description', 'title', 'titleShort']

2026-05-21 17:55:49.655 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: AlienRace.AlienBackstoryDef_Ratkin_Noble (type: AlienRace.AlienBackstoryDef, orig: Ratkin_Noble), relpath: AlienRace.AlienBackstoryDef\BackstoryDef.xml, fields: ['description', 'title', 'titleShort']

